time,open,high,low,close,tick_volume,spread,real_volume
2026-05-12 08:30:00,1.17549,1.1768,1.1752799999999999,1.1762299999999999,1465,0,0
2026-05-12 09:00:00,1.17624,1.17658,1.17514,1.17549,2093,0,0
2026-05-12 09:30:00,1.17549,1.17588,1.17488,1.17503,2008,0,0
2026-05-12 10:00:00,1.17502,1.17533,1.17441,1.17496,2670,0,0
2026-05-12 10:30:00,1.17496,1.17504,1.17429,1.17478,2184,0,0
2026-05-12 11:00:00,1.17478,1.17504,1.17411,1.17469,1851,0,0
2026-05-12 11:30:00,1.17471,1.17481,1.17386,1.17446,2485,0,0
2026-05-12 12:00:00,1.17445,1.17479,1.17429,1.17458,1521,0,0
2026-05-12 12:30:00,1.17458,1.17516,1.17432,1.17475,2294,0,0
2026-05-12 13:00:00,1.17474,1.17489,1.17444,1.17481,1528,0,0
2026-05-12 13:30:00,1.17481,1.1749,1.17401,1.1740599999999999,1427,0,0
2026-05-12 14:00:00,1.1740599999999999,1.17446,1.17342,1.17415,2338,0,0
2026-05-12 14:30:00,1.17415,1.17482,1.17407,1.17437,1949,0,0
2026-05-12 15:00:00,1.17437,1.17444,1.1737,1.17411,2491,0,0
2026-05-12 15:30:00,1.17409,1.17498,1.17358,1.17477,3626,0,0
2026-05-12 16:00:00,1.17477,1.17499,1.17328,1.1739600000000001,3015,0,0
2026-05-12 16:30:00,1.1739600000000001,1.17425,1.17261,1.17299,3383,0,0
2026-05-12 17:00:00,1.17303,1.17358,1.17269,1.17332,3013,0,0
2026-05-12 17:30:00,1.17332,1.17361,1.1727,1.17359,3508,0,0
2026-05-12 18:00:00,1.17359,1.17365,1.1721,1.1724,3205,0,0
2026-05-12 18:30:00,1.17244,1.17336,1.17232,1.17325,2402,0,0
2026-05-12 19:00:00,1.17325,1.17386,1.1730800000000001,1.17359,2095,0,0
2026-05-12 19:30:00,1.17359,1.17359,1.17264,1.17283,1964,0,0
2026-05-12 20:00:00,1.17283,1.17331,1.17262,1.17305,1736,0,0
2026-05-12 20:30:00,1.17303,1.17336,1.17296,1.17332,1258,0,0
2026-05-12 21:00:00,1.17332,1.17371,1.1728399999999999,1.17358,1441,0,0
